time,x,y,z,quadrant
0.00,0.0000,-0.0000,-1.0000,0
0.00,0.0000,-0.0000,-1.0000,0
0.00,0.0000,-0.0000,-1.0000,0
0.01,0.0000,-0.0000,-1.0000,0
0.11,0.0000,-0.0000,-1.0000,0
0.22,0.0000,-0.0000,-1.0000,0
0.31,0.0000,-0.0000,-1.0000,0
0.41,0.0000,-0.0000,-1.0000,0
0.52,0.0000,-0.0000,-1.0000,0
0.61,0.0000,-0.0000,-1.0000,0
0.72,0.0000,-0.0000,-1.0000,0
0.81,0.0000,-0.0000,-1.0000,0
0.92,0.0000,-0.0000,-1.0000,0
1.02,0.0000,-0.0000,-1.0000,0
1.12,0.0000,-0.0000,-1.0000,0
1.22,0.0000,-0.0000,-1.0000,0
1.31,0.0000,-0.0000,-1.0000,0
1.42,0.0000,-0.0000,-1.0000,0
1.51,0.0000,-0.0000,-1.0000,0
1.62,0.0000,-0.0000,-1.0000,0
1.72,0.0000,-0.0000,-1.0000,0
1.82,0.0000,-0.0000,-1.0000,0
1.91,0.0000,-0.0000,-1.0000,0
2.02,0.0000,-0.0000,-1.0000,0
2.11,0.0000,-0.0000,-1.0000,0
2.22,0.0000,-0.0000,-1.0000,0
2.31,0.0000,-0.0000,-1.0000,0
2.42,0.0000,-0.0000,-1.0000,0
2.51,0.0000,-0.0000,-1.0000,0
2.61,0.0000,-0.0000,-1.0000,0
2.71,0.0000,-0.0000,-1.0000,0
2.82,0.0000,-0.0000,-1.0000,0
2.91,0.0000,-0.0000,-1.0000,0
3.01,0.0000,-0.0000,-1.0000,0
3.11,0.0000,-0.0000,-1.0000,0
3.21,0.0000,-0.0000,-1.0000,0
3.32,0.0000,-0.0000,-1.0000,0
3.41,0.0000,-0.0000,-1.0000,0
3.51,0.0000,-0.0000,-1.0000,0
3.62,0.0000,-0.0000,-1.0000,0
3.72,0.0000,-0.0000,-1.0000,0
3.81,0.0000,-0.0000,-1.0000,0
3.91,0.0000,-0.0000,-1.0000,0
4.02,0.0000,-0.0000,-1.0000,0
4.11,0.0000,-0.0000,-1.0000,0
4.21,0.0000,-0.0000,-1.0000,0
4.31,0.0000,-0.0000,-1.0000,0
4.41,0.0000,-0.0000,-1.0000,0
4.52,0.0000,-0.0000,-1.0000,0
4.61,0.0000,-0.0000,-1.0000,0
4.71,0.0000,-0.0000,-1.0000,0
4.82,0.0000,-0.0000,-1.0000,0
4.91,0.0000,-0.0000,-1.0000,0
5.01,0.0000,-0.0000,-1.0000,0
5.11,0.0000,-0.0000,-1.0000,0
5.22,0.0000,-0.0000,-1.0000,0
5.32,0.0000,-0.0000,-1.0000,0
5.41,0.0000,-0.0000,-1.0000,0
5.51,0.0000,-0.0000,-1.0000,0
5.61,0.0000,-0.0000,-1.0000,0
5.71,0.0000,-0.0000,-1.0000,0
5.81,0.0000,-0.0000,-1.0000,0
5.91,0.0000,-0.0000,-1.0000,0
6.02,0.0000,-0.0000,-1.0000,0
6.11,0.0000,-0.0000,-1.0000,0
6.21,0.0000,-0.0000,-1.0000,0
6.31,0.0000,-0.0000,-1.0000,0
6.41,0.0000,-0.0000,-1.0000,0
6.51,0.0000,-0.0000,-1.0000,0
6.61,0.0000,-0.0000,-1.0000,0
6.71,0.0000,-0.0000,-1.0000,0
6.81,0.0000,-0.0000,-1.0000,0
6.91,0.0000,-0.0000,-1.0000,0
7.01,0.0000,-0.0000,-1.0000,0
7.11,0.0000,-0.0000,-1.0000,0
7.21,0.0000,-0.0000,-1.0000,0
7.31,0.0000,-0.0000,-1.0000,0
7.41,0.0000,-0.0000,-1.0000,0
7.51,0.0000,-0.0000,-1.0000,0
7.61,0.0000,-0.0000,-1.0000,0
7.71,0.0000,-0.0000,-1.0000,0
7.81,0.0000,-0.0000,-1.0000,0
7.91,0.0000,-0.0000,-1.0000,0
8.01,0.0000,-0.0000,-1.0000,0
8.11,0.0000,-0.0000,-1.0000,0
8.21,0.0000,-0.0000,-1.0000,0
8.31,0.0000,-0.0000,-1.0000,0
8.41,0.0000,-0.0000,-1.0000,0
8.51,0.0000,-0.0000,-1.0000,0
8.61,0.0000,-0.0000,-1.0000,0
8.71,0.0000,-0.0000,-1.0000,0
8.81,0.0000,-0.0000,-1.0000,0
8.91,0.0000,-0.0000,-1.0000,0
9.01,0.0000,-0.0000,-1.0000,0
9.11,0.0000,-0.0000,-1.0000,0
9.21,0.0000,-0.0000,-1.0000,0
9.31,0.0000,-0.0000,-1.0000,0
9.41,0.0000,-0.0000,-1.0000,0
9.51,0.0000,-0.0000,-1.0000,0
9.61,0.0000,-0.0000,-1.0000,0
9.71,0.0000,-0.0000,-1.0000,0
9.81,0.0000,-0.0000,-1.0000,0
9.91,0.0000,-0.0000,-1.0000,0
10.01,0.0000,-0.0000,-1.0000,0
10.11,0.0000,-0.0000,-1.0000,0
10.21,0.0000,-0.0000,-1.0000,0
10.31,0.0000,-0.0000,-1.0000,0
10.41,0.0000,-0.0000,-1.0000,0
10.51,0.0000,-0.0000,-1.0000,0
10.61,0.0000,-0.0000,-1.0000,0
10.71,0.0000,-0.0000,-1.0000,0
10.81,0.0068,-0.0000,-1.0000,6
10.91,0.0409,-0.0000,-0.9992,6
11.01,0.0748,0.0068,-0.9972,2
11.11,0.1223,0.0068,-0.9925,2
11.21,0.1560,-0.0000,-0.9878,6
11.31,0.1695,-0.0000,-0.9855,6
11.41,0.1762,-0.0000,-0.9844,2
11.51,0.1896,-0.0068,-0.9818,6
11.61,0.1896,-0.0068,-0.9818,6
11.71,0.1288,-0.0613,-0.9898,6
11.81,0.1016,-0.0884,-0.9909,6
11.91,0.0745,-0.1020,-0.9920,6
12.01,0.0473,-0.1155,-0.9922,6
12.11,-0.0338,-0.1155,-0.9927,4
12.21,-0.1217,-0.1020,-0.9873,4
12.31,-0.1217,-0.1020,-0.9873,4
12.41,-0.1217,-0.1020,-0.9873,4
12.51,-0.1150,-0.0952,-0.9888,4
12.61,-0.0340,-0.0749,-0.9966,4
12.71,-0.0136,-0.0749,-0.9971,4
12.81,0.0068,-0.0749,-0.9972,6
12.91,0.0204,-0.0749,-0.9970,6
13.01,0.0204,-0.0749,-0.9970,6
13.11,0.0204,-0.0749,-0.9970,6
13.21,0.0204,-0.0749,-0.9970,6
13.31,0.0204,-0.0749,-0.9970,6
13.41,0.0204,-0.0749,-0.9970,6
13.51,0.0204,-0.0749,-0.9970,6
13.61,0.0204,-0.0749,-0.9970,6
13.71,0.0204,-0.0749,-0.9970,6
13.81,0.0204,-0.0749,-0.9970,6
13.91,0.0204,-0.0749,-0.9970,6
14.01,0.0204,-0.0749,-0.9970,6
14.11,0.0204,-0.0749,-0.9970,6
14.21,0.0204,-0.0749,-0.9970,6
14.31,0.0204,-0.0749,-0.9970,6
14.41,0.0204,-0.0749,-0.9970,6
14.51,0.0204,-0.0749,-0.9970,6
14.61,0.0204,-0.0749,-0.9970,6
14.71,0.0204,-0.0749,-0.9970,6
14.81,0.0204,-0.0749,-0.9970,6
14.91,0.0204,-0.0749,-0.9970,6
15.01,0.0204,-0.0749,-0.9970,6
15.11,0.0204,-0.0749,-0.9970,6
15.21,0.0204,-0.0749,-0.9970,6
15.31,0.0204,-0.0749,-0.9970,6
15.41,0.0204,-0.0749,-0.9970,6
15.51,0.0204,-0.0749,-0.9970,6
15.61,0.0204,-0.0749,-0.9970,6
15.71,0.0204,-0.0749,-0.9970,6
15.82,0.0204,-0.0749,-0.9970,6
15.91,0.0204,-0.0749,-0.9970,6
16.01,0.0204,-0.0749,-0.9970,6
16.11,0.0204,-0.0749,-0.9970,6
16.21,0.0204,-0.0749,-0.9970,6
16.31,0.0204,-0.0749,-0.9970,6
16.41,0.0204,-0.0749,-0.9970,6
16.51,0.0204,-0.0749,-0.9970,6
16.61,0.0204,-0.0749,-0.9970,6
16.71,0.0204,-0.0749,-0.9970,6
16.81,0.0204,-0.0749,-0.9970,6
16.91,0.0204,-0.0749,-0.9970,6
17.02,0.0204,-0.0749,-0.9970,6
17.12,0.0204,-0.0749,-0.9970,6
17.21,0.0204,-0.0749,-0.9970,6
17.31,0.0204,-0.0749,-0.9970,6
17.41,0.0204,-0.0749,-0.9970,6
17.52,0.0204,-0.0749,-0.9970,6
17.61,0.0204,-0.0749,-0.9970,6
17.71,0.0204,-0.0749,-0.9970,6
17.81,0.0204,-0.0749,-0.9970,6
17.92,0.0204,-0.0749,-0.9970,6
18.01,0.0204,-0.0749,-0.9970,6
18.11,0.0204,-0.0749,-0.9970,6
18.21,0.0204,-0.0749,-0.9970,6
18.32,0.0204,-0.0749,-0.9970,6
18.41,0.0204,-0.0749,-0.9970,6
18.51,0.0204,-0.0749,-0.9970,6
18.62,0.0204,-0.0749,-0.9970,6
18.72,0.0204,-0.0749,-0.9970,6
18.81,0.0204,-0.0749,-0.9970,6
18.91,0.0204,-0.0749,-0.9970,6
19.01,0.0204,-0.0749,-0.9970,6
19.12,0.0204,-0.0749,-0.9970,6
19.21,0.0204,-0.0749,-0.9970,6
19.31,0.0204,-0.0749,-0.9970,6
19.41,0.0204,-0.0749,-0.9970,6
19.51,0.0204,-0.0749,-0.9970,6
19.62,0.0204,-0.0749,-0.9970,6
19.71,0.0204,-0.0749,-0.9970,6
19.81,0.0204,-0.0749,-0.9970,6
19.91,0.0204,-0.0749,-0.9970,6
20.01,0.0204,-0.0749,-0.9970,6
20.11,0.0204,-0.0749,-0.9970,6
20.21,0.0204,-0.0749,-0.9970,6
20.31,0.0204,-0.0749,-0.9970,6
20.41,0.0204,-0.0749,-0.9970,6
20.51,0.0204,-0.0749,-0.9970,6
20.61,0.0204,-0.0749,-0.9970,6
20.71,0.0204,-0.0749,-0.9970,6
20.81,0.0204,-0.0749,-0.9970,6
20.91,0.0204,-0.0749,-0.9970,6
21.01,0.0204,-0.0749,-0.9970,6
21.11,0.0204,-0.0749,-0.9970,6
21.21,0.0204,-0.0749,-0.9970,6
21.31,0.0204,-0.0749,-0.9970,6
21.41,0.0204,-0.0749,-0.9970,6
