time,x,y,z
0.0,-0.78902495,-0.24740396,-0.56234413
0.1,-0.78902495,-0.24740396,-0.56234413
0.2,-0.7869708,-0.25708055,-0.5608801
0.30000000000000004,-0.78483796,-0.26673144,-0.55936
0.4,-0.7903922,-0.26673144,-0.5514838
0.5,-0.79254013,-0.25708055,-0.5529825
0.6000000000000001,-0.80011326,-0.24740396,-0.54645216
0.7000000000000001,-0.8021163,-0.23770262,-0.54782015
0.8,-0.8094901,-0.22797753,-0.54106563
0.9,-0.811354,-0.21818082,-0.5423115
1.0,-0.82022065,-0.19866352,-0.5364428
1.1,-0.8271719,-0.1888589,-0.5292625
1.2000000000000002,-0.8271204,-0.18893252,-0.5293168
1.3,-0.8202165,-0.19866933,-0.53644705
1.4000000000000001,-0.8148111,-0.19866933,-0.54462224
1.5,-0.81479514,-0.19866933,-0.54464614
1.6,-0.8093242,-0.19866933,-0.55274296
1.7000000000000002,-0.8037564,-0.19866933,-0.5608085
1.8,-0.8037564,-0.19866933,-0.5608085
1.9000000000000001,-0.8037564,-0.19866933,-0.5608085
2.0,-0.8037564,-0.19866933,-0.5608085
2.1,-0.8037564,-0.19866933,-0.5608085
2.2,-0.8037564,-0.19866933,-0.5608085
2.3000000000000003,-0.7981082,-0.19866933,-0.56881785
2.4000000000000004,-0.7981082,-0.19866933,-0.56881785
2.5,-0.7939062,-0.1888589,-0.57796645
2.6,-0.78957534,-0.17902958,-0.5869576
2.7,-0.77770895,-0.17902958,-0.60259205
2.8000000000000003,-0.7668571,-0.16918235,-0.6191184
2.9000000000000004,-0.7555693,-0.15929893,-0.6354045
3.0,-0.7438827,-0.14943814,-0.6513883
3.1,-0.7307071,-0.14943814,-0.6661347
3.2,-0.7054699,-0.12963414,-0.6967834
3.3000000000000003,-0.68590415,-0.1097783,-0.71936375
3.4000000000000004,-0.66401786,-0.1097783,-0.73961407
3.5,-0.64977825,-0.09983342,-0.7535393
3.6,-0.6422105,-0.09983342,-0.75999933
3.7,-0.6422105,-0.09983342,-0.75999933
3.8000000000000003,-0.6422105,-0.09983342,-0.75999933
3.9000000000000004,-0.64153403,-0.1097783,-0.7591988
4.0,-0.6490938,-0.1097783,-0.75274557
4.1000000000000005,-0.66401786,-0.1097783,-0.73961407
4.2,-0.67873037,-0.1097783,-0.7261362
4.3,-0.69306356,-0.1097783,-0.7124686
4.4,-0.69306356,-0.1097783,-0.7124686
4.5,-0.70015347,-0.1097783,-0.7055025
4.6000000000000005,-0.70015347,-0.1097783,-0.7055025
4.7,-0.70717335,-0.1097783,-0.6984659
4.800000000000001,-0.70717335,-0.1097783,-0.6984659
4.9,-0.70717335,-0.1097783,-0.6984659
5.0,-0.70717335,-0.1097783,-0.6984659
5.1000000000000005,-0.71412253,-0.1097783,-0.69135934
5.2,-0.7132981,-0.119712204,-0.69056123
5.300000000000001,-0.71412253,-0.1097783,-0.69135934
5.4,-0.71412253,-0.1097783,-0.69135934
5.5,-0.71412253,-0.1097783,-0.69135934
5.6000000000000005,-0.71412253,-0.1097783,-0.69135934
5.7,-0.71412253,-0.1097783,-0.69135934
5.800000000000001,-0.71412253,-0.1097783,-0.69135934
5.9,-0.72100025,-0.1097783,-0.6841837
6.0,-0.72100025,-0.1097783,-0.6841837
6.1000000000000005,-0.72100025,-0.1097783,-0.6841837
6.2,-0.72100025,-0.1097783,-0.6841837
6.300000000000001,-0.72100025,-0.1097783,-0.6841837
6.4,-0.72100025,-0.1097783,-0.6841837
6.5,-0.72016793,-0.119712204,-0.6833939
6.6000000000000005,-0.727806,-0.1097783,-0.6769396
6.7,-0.727806,-0.1097783,-0.6769396
6.800000000000001,-0.727806,-0.1097783,-0.6769396
6.9,-0.727806,-0.1097783,-0.6769396
7.0,-0.7278003,-0.1098487,-0.6769343
7.1000000000000005,-0.7269658,-0.119712204,-0.67615813
7.2,-0.7269658,-0.119712204,-0.67615813
7.300000000000001,-0.72700137,-0.119712204,-0.67611986
7.4,-0.73369086,-0.119712204,-0.6688548
7.5,-0.7269658,-0.119712204,-0.67615813
7.6000000000000005,-0.73369086,-0.119712204,-0.6688548
7.7,-0.7269658,-0.119712204,-0.67615813
7.800000000000001,-0.7269658,-0.119712204,-0.67615813
7.9,-0.7269676,-0.11969209,-0.6761598
8.0,-0.7269658,-0.119712204,-0.67615813
8.1,-0.7269658,-0.119712204,-0.67615813
8.200000000000001,-0.7269658,-0.119712204,-0.67615813
8.3,-0.7269658,-0.119712204,-0.67615813
8.4,-0.72016793,-0.119712204,-0.6833939
8.5,-0.7269658,-0.119712204,-0.67615813
8.6,-0.72016793,-0.119712204,-0.6833939
8.700000000000001,-0.72016793,-0.119712204,-0.6833939
8.8,-0.72016793,-0.119712204,-0.6833939
8.9,-0.72016793,-0.119712204,-0.6833939
9.0,-0.72016793,-0.119712204,-0.6833939
9.1,-0.72016793,-0.119712204,-0.6833939
9.200000000000001,-0.72016793,-0.119712204,-0.6833939
9.3,-0.72016793,-0.119712204,-0.6833939
9.4,-0.72016793,-0.119712204,-0.6833939
9.5,-0.71926355,-0.12963414,-0.6825357
9.600000000000001,-0.71926355,-0.12963414,-0.6825357
9.700000000000001,-0.71926355,-0.12963414,-0.6825357
9.8,-0.71926355,-0.12963414,-0.6825357
9.9,-0.71926355,-0.12963414,-0.6825357
10.0,-0.71926355,-0.12963414,-0.6825357
10.100000000000001,-0.71926355,-0.12963414,-0.6825357
10.200000000000001,-0.71926355,-0.12963414,-0.6825357
10.3,-0.7260528,-0.12963414,-0.675309
10.4,-0.7260528,-0.12963414,-0.675309
10.5,-0.71926355,-0.12963414,-0.6825357
10.600000000000001,-0.7260528,-0.12963414,-0.675309
10.700000000000001,-0.71926355,-0.12963414,-0.6825357
10.8,-0.71926355,-0.12963414,-0.6825357
10.9,-0.71926355,-0.12963414,-0.6825357
11.0,-0.71926355,-0.12963414,-0.6825357
11.100000000000001,-0.71926355,-0.12963414,-0.6825357
11.200000000000001,-0.71926355,-0.12963414,-0.6825357
11.3,-0.72013515,-0.12008651,-0.6833628
11.4,-0.71926355,-0.12963414,-0.6825357
11.5,-0.71926355,-0.12963414,-0.6825357
11.600000000000001,-0.71926355,-0.12963414,-0.6825357
11.700000000000001,-0.72013825,-0.12005086,-0.6833657
11.8,-0.71906644,-0.12963414,-0.6827433
11.9,-0.71926355,-0.12963414,-0.6825357
12.0,-0.71926355,-0.12963414,-0.6825357
12.100000000000001,-0.72016793,-0.119712204,-0.6833939
12.200000000000001,-0.71926355,-0.12963414,-0.6825357
12.3,-0.71926355,-0.12963414,-0.6825357
12.4,-0.71926355,-0.12963414,-0.6825357
12.5,-0.71926355,-0.12963414,-0.6825357
12.600000000000001,-0.71926355,-0.12963414,-0.6825357
12.700000000000001,-0.71926355,-0.12963414,-0.6825357
12.8,-0.71240234,-0.12963414,-0.68969405
12.9,-0.71240234,-0.12963414,-0.68969405
13.0,-0.71240234,-0.12963414,-0.68969405
13.100000000000001,-0.71240234,-0.12963414,-0.68969405
13.200000000000001,-0.71240234,-0.12963414,-0.68969405
13.3,-0.71240234,-0.12963414,-0.68969405
13.4,-0.7114354,-0.13954312,-0.6887579
13.5,-0.7118209,-0.13905902,-0.6884574
13.600000000000001,-0.7182873,-0.13954312,-0.6816093
13.700000000000001,-0.7182873,-0.13954312,-0.6816093
13.8,-0.7182873,-0.13954312,-0.6816093
13.9,-0.7114354,-0.13954312,-0.6887579
14.0,-0.7114354,-0.13954312,-0.6887579
14.100000000000001,-0.71039724,-0.14943814,-0.68775284
14.200000000000001,-0.71039724,-0.14943814,-0.68775284
14.3,-0.71723914,-0.14943814,-0.68061465
14.4,-0.71723914,-0.14943814,-0.68061465
14.5,-0.72400934,-0.14943814,-0.6734083
14.600000000000001,-0.72400934,-0.14943814,-0.6734083
