time,x,y,z
0.0,0.22896576,-0.06994285,-0.9709185
0.1,0.22911483,-0.059964005,-0.97155064
0.2,0.22911483,-0.059964005,-0.97155064
0.30000000000000004,0.22911483,-0.059964005,-0.97155064
0.4,0.2291891,-0.04997917,-0.972098
0.5,0.21940476,-0.059964005,-0.9737894
0.6000000000000001,0.22911483,-0.059964005,-0.97155064
0.7000000000000001,0.23895024,-0.04997917,-0.96974474
0.8,0.23905785,-0.039989334,-0.9701815
0.9,0.25850287,-0.0299955,-0.9655447
1.0,0.32507008,-0.0299955,-0.9452141
1.1,0.36308005,-0.010447491,-0.9316994
1.2000000000000002,0.36309987,0.0,-0.93175024
1.3,0.37239903,0.0,-0.9280727
1.4000000000000001,0.41764447,0.018676559,-0.9084186
1.5,0.47203046,0.0,-0.88158226
1.6,0.46319118,0.0,-0.88625836
1.7000000000000002,0.46316803,-0.009999833,-0.886214
1.8,0.47203046,0.0,-0.88158226
1.9000000000000001,0.49826178,0.0,-0.8670266
2.0,0.48956653,0.0,-0.87196594
2.1,0.480822,-0.0015211297,-0.8768169
2.2,0.47306728,-0.0011766385,-0.8810255
2.3000000000000003,0.47203046,0.0,-0.88158226
2.4000000000000004,0.4631907,-0.0014085788,-0.88625747
2.5,0.46319118,0.0,-0.88625836
2.6,0.46319118,0.0,-0.88625836
2.7,0.47203046,0.0,-0.88158226
2.8000000000000003,0.47203046,0.0,-0.88158226
2.9000000000000004,0.47203046,0.0,-0.88158226
3.0,0.48082253,0.0,-0.87681794
3.1,0.48082253,0.0,-0.87681794
3.2,0.48082253,0.0,-0.87681794
3.3000000000000003,0.48082253,0.0,-0.87681794
3.4000000000000004,0.47203046,0.0,-0.88158226
3.5,0.46317744,-0.007705697,-0.8862321
3.6,0.47203046,0.0,-0.88158226
3.7,0.47203046,0.0,-0.88158226
3.8000000000000003,0.47879952,0.0,-0.87792426
3.9000000000000004,0.48080894,0.0075155953,-0.87679315
4.0,0.48079848,0.009999833,-0.8767741
4.1000000000000005,0.4742124,0.009999833,-0.8803536
4.2,0.48079848,0.009999833,-0.8767741
4.3,0.48079848,0.009999833,-0.8767741
4.4,0.47200686,0.009999833,-0.88153815
4.5,0.46560884,0.0,-0.88499063
4.6000000000000005,0.46317926,0.007178208,-0.88623554
4.7,0.47200686,0.009999833,-0.88153815
4.800000000000001,0.47203046,0.0,-0.88158226
4.9,0.47203046,0.0,-0.88158226
5.0,0.47203046,0.0,-0.88158226
5.1000000000000005,0.48079848,0.009999833,-0.8767741
5.2,0.48079848,0.009999833,-0.8767741
5.300000000000001,0.48079848,0.009999833,-0.8767741
5.4,0.48079848,0.009999833,-0.8767741
5.5,0.48079848,0.009999833,-0.8767741
5.6000000000000005,0.48079848,0.009999833,-0.8767741
5.7,0.48079848,0.009999833,-0.8767741
5.800000000000001,0.47200686,0.009999833,-0.88153815
5.9,0.46318585,0.00479795,-0.8862482
6.0,0.48082253,0.0,-0.87681794
6.1000000000000005,0.47200686,-0.009999833,-0.88153815
6.2,0.4769027,-0.009999833,-0.8788992
6.300000000000001,0.48946863,-0.019998666,-0.8717916
6.4,0.4807264,-0.019998666,-0.8766426
6.5,0.4806062,-0.0299955,-0.8764234
6.6000000000000005,0.4806062,-0.0299955,-0.8764234
6.7,0.48934627,-0.0299955,-0.8715736
6.800000000000001,0.4807264,-0.019998666,-0.8766426
