time,x,y,z,quadrant
23.33,-0.2382,0.1271,0.9629,1
23.43,-0.2379,0.1341,0.9620,1
23.53,-0.1485,0.1341,0.9798,1
23.63,-0.1416,0.1341,0.9808,1
23.73,-0.1416,0.1341,0.9808,1
23.83,-0.1416,0.1341,0.9808,1
23.93,-0.1416,0.1341,0.9808,1
24.03,-0.1416,0.1341,0.9808,1
24.13,-0.1416,0.1341,0.9808,1
24.23,-0.1416,0.1341,0.9808,1
24.33,-0.1416,0.1341,0.9808,1
24.43,-0.1416,0.1341,0.9808,1
24.53,-0.1416,0.1341,0.9808,1
24.63,-0.1416,0.1341,0.9808,1
24.77,-0.1416,0.1341,0.9808,1
24.86,-0.1416,0.1341,0.9808,1
24.95,-0.1416,0.1341,0.9808,1
25.05,-0.1416,0.1341,0.9808,1
25.14,-0.1416,0.1341,0.9808,1
25.28,-0.1416,0.1341,0.9808,1
25.36,-0.1416,0.1341,0.9808,1
25.44,-0.1416,0.1341,0.9808,1
25.53,-0.1416,0.1341,0.9808,1
25.63,-0.1416,0.1341,0.9808,1
25.73,-0.1416,0.1341,0.9808,1
25.83,-0.1416,0.1341,0.9808,1
25.93,-0.1416,0.1341,0.9808,1
26.03,-0.1416,0.1341,0.9808,1
26.13,-0.1416,0.1341,0.9808,1
26.23,-0.1416,0.1341,0.9808,1
26.33,-0.1416,0.1341,0.9808,1
26.43,-0.1416,0.1341,0.9808,1
26.53,-0.1416,0.1341,0.9808,1
26.63,-0.1416,0.1341,0.9808,1
26.73,-0.1416,0.1341,0.9808,1
26.83,-0.1416,0.1341,0.9808,1
26.93,-0.1416,0.1341,0.9808,1
27.03,-0.1416,0.1341,0.9808,1
27.13,-0.1416,0.1341,0.9808,1
27.23,-0.1416,0.1341,0.9808,1
27.33,-0.1416,0.1341,0.9808,1
27.43,-0.1416,0.1341,0.9808,1
27.53,-0.1416,0.1341,0.9808,1
27.63,-0.1416,0.1341,0.9808,1
27.73,-0.1416,0.1341,0.9808,1
27.83,-0.1416,0.1341,0.9808,1
27.93,-0.1416,0.1341,0.9808,1
28.03,-0.1416,0.1341,0.9808,1
28.13,-0.1416,0.1341,0.9808,1
28.23,-0.1416,0.1341,0.9808,1
28.33,-0.1416,0.1341,0.9808,1
28.43,-0.1416,0.1341,0.9808,1
28.53,-0.1416,0.1341,0.9808,1
28.63,-0.1416,0.1341,0.9808,1
28.73,-0.1416,0.1341,0.9808,1
28.83,-0.1416,0.1341,0.9808,1
28.93,-0.1416,0.1341,0.9808,1
29.03,-0.1416,0.1341,0.9808,1
29.13,-0.1416,0.1341,0.9808,1
29.23,-0.1416,0.1341,0.9808,1
29.33,-0.1416,0.1341,0.9808,1
29.43,-0.1416,0.1341,0.9808,1
29.53,-0.1416,0.1341,0.9808,1
29.63,-0.1416,0.1341,0.9808,1
29.73,-0.1416,0.1341,0.9808,1
29.83,-0.1416,0.1341,0.9808,1
29.93,-0.1416,0.1341,0.9808,1
30.03,-0.1416,0.1341,0.9808,1
30.13,-0.1416,0.1341,0.9808,1
30.23,-0.1416,0.1341,0.9808,1
30.33,-0.1416,0.1341,0.9808,1
30.43,-0.1416,0.1341,0.9808,1
30.53,0.3516,0.0142,0.9361,3
30.63,0.6520,-0.0849,0.7535,7
30.73,0.8026,-0.2039,0.5606,7
30.83,0.8506,-0.2384,0.4686,7
30.93,0.8698,-0.2384,0.4321,7
31.03,0.8970,-0.2315,0.3765,7
31.13,0.9412,-0.2521,0.2249,7
31.23,0.9485,-0.3132,0.0479,7
31.33,0.9123,-0.3731,-0.1690,6
31.43,0.8432,-0.4121,-0.3451,6
31.53,0.7393,-0.4250,-0.5223,6
31.63,0.6469,-0.4567,-0.6107,6
31.73,0.5172,-0.4630,-0.7198,6
31.83,0.5069,-0.4630,-0.7271,6
31.93,0.5069,-0.4630,-0.7271,6
32.03,0.5069,-0.4630,-0.7271,6
32.13,0.5242,-0.4567,-0.7188,6
32.23,0.6907,-0.3927,-0.6073,6
32.33,0.7055,-0.3862,-0.5942,6
32.43,0.7055,-0.3862,-0.5942,6
32.53,0.7055,-0.3862,-0.5942,6
32.63,0.7055,-0.3862,-0.5942,6
32.76,0.7055,-0.3862,-0.5942,6
32.84,0.7055,-0.3862,-0.5942,6
32.93,0.7055,-0.3862,-0.5942,6
33.03,0.7055,-0.3862,-0.5942,6
33.15,0.7055,-0.3862,-0.5942,6
33.23,0.7055,-0.3862,-0.5942,6
33.33,0.7055,-0.3862,-0.5942,6
33.43,0.7055,-0.3862,-0.5942,6
33.53,0.7055,-0.3862,-0.5942,6
33.63,0.7055,-0.3862,-0.5942,6
33.73,0.7055,-0.3862,-0.5942,6
33.83,0.7055,-0.3862,-0.5942,6
33.93,0.7055,-0.3862,-0.5942,6
34.03,0.7055,-0.3862,-0.5942,6
34.13,0.7055,-0.3862,-0.5942,6
34.23,0.7055,-0.3862,-0.5942,6
34.33,0.7055,-0.3862,-0.5942,6
34.43,0.7055,-0.3862,-0.5942,6
34.53,0.7055,-0.3862,-0.5942,6
34.63,0.7055,-0.3862,-0.5942,6
34.73,0.7055,-0.3862,-0.5942,6
34.83,0.7055,-0.3862,-0.5942,6
34.93,0.7055,-0.3862,-0.5942,6
35.03,0.7055,-0.3862,-0.5942,6
35.13,0.7055,-0.3862,-0.5942,6
35.23,0.7055,-0.3862,-0.5942,6
35.33,0.7055,-0.3862,-0.5942,6
35.43,0.7055,-0.3862,-0.5942,6
35.53,0.7055,-0.3862,-0.5942,6
35.63,0.7055,-0.3862,-0.5942,6
35.73,0.7055,-0.3862,-0.5942,6
35.83,0.7055,-0.3862,-0.5942,6
35.93,0.7055,-0.3862,-0.5942,6
36.03,0.7055,-0.3862,-0.5942,6
36.13,0.7055,-0.3862,-0.5942,6
36.23,0.7055,-0.3862,-0.5942,6
36.33,0.7055,-0.3862,-0.5942,6
36.43,0.7055,-0.3862,-0.5942,6
36.53,0.7055,-0.3862,-0.5942,6
36.63,0.7055,-0.3862,-0.5942,6
36.73,0.7055,-0.3862,-0.5942,6
36.83,0.7055,-0.3862,-0.5942,6
36.93,0.7055,-0.3862,-0.5942,6
37.03,0.7055,-0.3862,-0.5942,6
37.13,0.7055,-0.3862,-0.5942,6
37.23,0.7055,-0.3862,-0.5942,6
37.33,0.7055,-0.3862,-0.5942,6
37.43,0.7055,-0.3862,-0.5942,6
37.53,0.7055,-0.3862,-0.5942,6
37.63,0.7055,-0.3862,-0.5942,6
37.73,0.7055,-0.3862,-0.5942,6
37.83,0.7055,-0.3862,-0.5942,6
37.93,0.7055,-0.3862,-0.5942,6
38.03,0.7055,-0.3862,-0.5942,6
38.13,0.7055,-0.3862,-0.5942,6
38.23,0.7055,-0.3862,-0.5942,6
38.33,0.7055,-0.3862,-0.5942,6
38.43,0.7055,-0.3862,-0.5942,6
38.53,0.7055,-0.3862,-0.5942,6
38.63,0.7055,-0.3862,-0.5942,6
38.73,0.7055,-0.3862,-0.5942,6
38.83,0.7055,-0.3862,-0.5942,6
38.93,0.7055,-0.3862,-0.5942,6
39.03,0.7055,-0.3862,-0.5942,6
39.13,0.7055,-0.3862,-0.5942,6
39.23,0.7055,-0.3862,-0.5942,6
39.33,0.7055,-0.3862,-0.5942,6
39.43,0.7055,-0.3862,-0.5942,6
39.53,0.7055,-0.3862,-0.5942,6
39.63,0.7055,-0.3862,-0.5942,6
39.74,0.7055,-0.3862,-0.5942,6
39.83,0.7055,-0.3862,-0.5942,6
39.94,0.7055,-0.3862,-0.5942,6
40.03,0.7055,-0.3862,-0.5942,6
40.14,0.7055,-0.3862,-0.5942,6
40.23,0.7055,-0.3862,-0.5942,6
40.33,0.7055,-0.3862,-0.5942,6
40.44,0.7055,-0.3862,-0.5942,6
40.53,0.7055,-0.3862,-0.5942,6
40.64,0.7055,-0.3862,-0.5942,6
40.73,0.7055,-0.3862,-0.5942,6
40.83,0.7055,-0.3862,-0.5942,6
40.93,0.7055,-0.3862,-0.5942,6
41.04,0.7055,-0.3862,-0.5942,6
41.14,0.7055,-0.3862,-0.5942,6
41.23,0.7055,-0.3862,-0.5942,6
41.34,0.7055,-0.3862,-0.5942,6
41.43,0.7055,-0.3862,-0.5942,6
41.54,0.7055,-0.3862,-0.5942,6
41.63,0.7055,-0.3862,-0.5942,6
41.74,0.7055,-0.3862,-0.5942,6
41.83,0.7055,-0.3862,-0.5942,6
41.94,0.7055,-0.3862,-0.5942,6
42.04,0.7055,-0.3862,-0.5942,6
42.13,0.7034,-0.3796,-0.6010,6
42.24,0.5351,-0.3266,-0.7791,6
42.33,0.4616,-0.2862,-0.8396,6
42.43,0.4396,-0.2177,-0.8714,6
42.53,0.4170,-0.0849,-0.9049,6
42.63,0.4185,0.0142,-0.9081,2
42.73,0.4044,0.0778,-0.9113,2
42.83,0.3948,0.1481,-0.9068,2
42.94,0.3780,0.2039,-0.9031,2
43.03,0.3687,0.2384,-0.8985,2
43.14,0.3596,0.2658,-0.8944,2
43.23,0.3393,0.3333,-0.8796,2
43.34,0.3239,0.3992,-0.8578,2
43.44,0.3117,0.4378,-0.8434,2
43.53,0.3038,0.4818,-0.8220,2
43.64,0.2813,0.5366,-0.7956,2
43.73,0.2800,0.5425,-0.7920,2
43.83,0.2800,0.5425,-0.7920,2
43.93,0.2800,0.5425,-0.7920,2
44.03,0.2800,0.5425,-0.7920,2
44.13,0.2800,0.5425,-0.7920,2
44.23,0.2800,0.5425,-0.7920,2
44.33,0.2800,0.5425,-0.7920,2
44.43,0.2800,0.5425,-0.7920,2
44.54,0.2800,0.5425,-0.7920,2
44.63,0.2800,0.5425,-0.7920,2
44.73,0.2800,0.5425,-0.7920,2
44.85,0.2800,0.5425,-0.7920,2
44.93,0.2800,0.5425,-0.7920,2
45.04,0.2800,0.5425,-0.7920,2
45.13,0.2800,0.5425,-0.7920,2
45.24,0.2800,0.5425,-0.7920,2
45.33,0.2800,0.5425,-0.7920,2
45.43,0.2800,0.5425,-0.7920,2
45.54,0.2800,0.5425,-0.7920,2
45.63,0.2800,0.5425,-0.7920,2
45.74,0.2800,0.5425,-0.7920,2
45.83,0.2800,0.5425,-0.7920,2
45.94,0.2800,0.5425,-0.7920,2
46.04,0.2800,0.5425,-0.7920,2
46.13,0.2800,0.5425,-0.7920,2
46.24,0.2800,0.5425,-0.7920,2
46.33,0.2800,0.5425,-0.7920,2
46.44,0.2800,0.5425,-0.7920,2
46.54,0.2800,0.5425,-0.7920,2
46.63,0.2800,0.5425,-0.7920,2
46.74,0.2800,0.5425,-0.7920,2
46.83,0.2800,0.5425,-0.7920,2
46.94,0.2800,0.5425,-0.7920,2
47.03,0.2800,0.5425,-0.7920,2
47.14,0.2800,0.5425,-0.7920,2
47.23,0.2800,0.5425,-0.7920,2
47.33,0.2800,0.5425,-0.7920,2
47.44,0.2800,0.5425,-0.7920,2
47.53,0.2800,0.5425,-0.7920,2
47.64,0.2800,0.5425,-0.7920,2
47.73,0.2800,0.5425,-0.7920,2
47.84,0.2800,0.5425,-0.7920,2
47.93,0.2800,0.5425,-0.7920,2
48.04,0.2800,0.5425,-0.7920,2
48.13,0.2800,0.5425,-0.7920,2
48.24,0.2800,0.5425,-0.7920,2
48.33,0.2800,0.5425,-0.7920,2
48.44,0.2800,0.5425,-0.7920,2
48.54,0.2800,0.5425,-0.7920,2
48.63,0.2800,0.5425,-0.7920,2
48.74,0.2800,0.5425,-0.7920,2
48.83,0.2800,0.5425,-0.7920,2
48.94,0.2800,0.5425,-0.7920,2
49.03,0.2800,0.5425,-0.7920,2
49.14,0.2800,0.5425,-0.7920,2
49.24,0.2800,0.5425,-0.7920,2
49.33,0.2800,0.5425,-0.7920,2
49.44,0.2800,0.5425,-0.7920,2
49.53,0.2800,0.5425,-0.7920,2
49.64,0.2800,0.5425,-0.7920,2
49.74,0.2800,0.5425,-0.7920,2
49.83,0.2800,0.5425,-0.7920,2
49.94,0.4134,0.4504,-0.7913,2
50.03,0.7796,0.2246,-0.5846,2
50.14,0.8935,0.1411,-0.4263,2
50.23,0.9502,0.0919,-0.2976,2
50.34,0.9978,0.0354,-0.0557,2
50.43,0.9981,-0.0212,0.0575,7
50.53,0.9858,-0.0778,0.1485,7
50.64,0.9308,-0.1969,0.3079,7
50.73,0.8647,-0.2726,0.4219,7
50.84,0.8131,-0.3199,0.4862,7
50.93,0.8131,-0.3199,0.4862,7
51.04,0.8131,-0.3199,0.4862,7
51.13,0.8131,-0.3199,0.4862,7
51.24,0.8131,-0.3199,0.4862,7
51.33,0.8131,-0.3199,0.4862,7
51.44,0.8131,-0.3199,0.4862,7
51.53,0.8131,-0.3199,0.4862,7
51.64,0.8131,-0.3199,0.4862,7
51.73,0.8131,-0.3199,0.4862,7
51.83,0.8131,-0.3199,0.4862,7
51.94,0.8131,-0.3199,0.4862,7
52.03,0.8131,-0.3199,0.4862,7
52.14,0.8131,-0.3199,0.4862,7
52.23,0.8131,-0.3199,0.4862,7
52.33,0.8131,-0.3199,0.4862,7
52.44,0.8131,-0.3199,0.4862,7
52.53,0.8131,-0.3199,0.4862,7
52.64,0.8131,-0.3199,0.4862,7
52.73,0.8131,-0.3199,0.4862,7
52.84,0.8131,-0.3199,0.4862,7
52.93,0.8131,-0.3199,0.4862,7
53.03,0.8131,-0.3199,0.4862,7
53.14,0.8131,-0.3199,0.4862,7
53.23,0.8131,-0.3199,0.4862,7
53.34,0.8131,-0.3199,0.4862,7
53.43,0.8131,-0.3199,0.4862,7
53.54,0.8131,-0.3199,0.4862,7
53.63,0.8131,-0.3199,0.4862,7
53.73,0.8131,-0.3199,0.4862,7
53.84,0.8131,-0.3199,0.4862,7
53.93,0.8131,-0.3199,0.4862,7
54.04,0.8131,-0.3199,0.4862,7
54.13,0.8131,-0.3199,0.4862,7
54.24,0.8131,-0.3199,0.4862,7
54.33,0.8131,-0.3199,0.4862,7
54.43,0.8131,-0.3199,0.4862,7
54.54,0.8131,-0.3199,0.4862,7
54.63,0.8131,-0.3199,0.4862,7
54.74,0.8131,-0.3199,0.4862,7
54.83,0.8131,-0.3199,0.4862,7
54.94,0.8131,-0.3199,0.4862,7
55.03,0.8131,-0.3199,0.4862,7
55.13,0.8131,-0.3199,0.4862,7
55.24,0.8131,-0.3199,0.4862,7
55.33,0.8131,-0.3199,0.4862,7
55.44,0.8131,-0.3199,0.4862,7
55.53,0.8131,-0.3199,0.4862,7
55.64,0.8131,-0.3199,0.4862,7
55.74,0.8131,-0.3199,0.4862,7
55.83,0.8131,-0.3199,0.4862,7
55.94,0.8131,-0.3199,0.4862,7
56.03,0.8131,-0.3199,0.4862,7
56.14,0.8131,-0.3199,0.4862,7
56.24,0.8131,-0.3199,0.4862,7
56.33,0.8131,-0.3199,0.4862,7
56.44,0.8131,-0.3199,0.4862,7
56.53,0.8131,-0.3199,0.4862,7
56.64,0.8131,-0.3199,0.4862,7
56.74,0.8131,-0.3199,0.4862,7
56.83,0.8131,-0.3199,0.4862,7
56.94,0.8131,-0.3199,0.4862,7
57.03,0.8131,-0.3199,0.4862,7
57.14,0.8131,-0.3199,0.4862,7
57.23,0.8131,-0.3199,0.4862,7
57.34,0.8131,-0.3199,0.4862,7
57.43,0.8131,-0.3199,0.4862,7
57.54,0.8131,-0.3199,0.4862,7
57.64,0.8131,-0.3199,0.4862,7
57.73,0.8131,-0.3199,0.4862,7
57.84,0.8131,-0.3199,0.4862,7
57.93,0.8131,-0.3199,0.4862,7
58.04,0.8131,-0.3199,0.4862,7
58.14,0.8131,-0.3199,0.4862,7
58.23,0.8131,-0.3199,0.4862,7
58.34,0.8131,-0.3199,0.4862,7
58.43,0.8131,-0.3199,0.4862,7
58.54,0.8131,-0.3199,0.4862,7
58.64,0.8131,-0.3199,0.4862,7
58.74,0.8131,-0.3199,0.4862,7
58.84,0.8131,-0.3199,0.4862,7
58.93,0.8131,-0.3199,0.4862,7
59.04,0.8131,-0.3199,0.4862,7
59.13,0.8131,-0.3199,0.4862,7
59.24,0.8131,-0.3199,0.4862,7
59.33,0.8131,-0.3199,0.4862,7
59.44,0.8131,-0.3199,0.4862,7
59.54,0.8131,-0.3199,0.4862,7
59.63,0.8131,-0.3199,0.4862,7
59.74,0.8131,-0.3199,0.4862,7
59.83,0.8131,-0.3199,0.4862,7
59.94,0.8131,-0.3199,0.4862,7
60.03,0.8131,-0.3199,0.4862,7
60.14,0.8131,-0.3199,0.4862,7
60.24,0.8131,-0.3199,0.4862,7
60.33,0.8131,-0.3199,0.4862,7
60.44,0.8131,-0.3199,0.4862,7
60.53,0.8131,-0.3199,0.4862,7
60.64,0.8169,-0.3065,0.4885,7
60.73,0.8198,-0.2521,0.5142,7
60.83,0.8510,0.2246,-0.4747,2
60.93,0.1696,0.4504,-0.8765,2
61.03,-0.1503,0.6119,-0.7766,0
61.14,-0.1503,0.6119,-0.7766,0
61.23,-0.1503,0.6119,-0.7766,0
61.33,-0.1503,0.6119,-0.7766,0
61.43,-0.1503,0.6119,-0.7766,0
61.54,-0.1503,0.6119,-0.7766,0
61.63,-0.1503,0.6119,-0.7766,0
61.74,-0.1503,0.6119,-0.7766,0
61.83,-0.1503,0.6119,-0.7766,0
61.93,-0.1503,0.6119,-0.7766,0
62.03,-0.1503,0.6119,-0.7766,0
62.13,-0.1503,0.6119,-0.7766,0
62.23,-0.1503,0.6119,-0.7766,0
62.33,-0.1503,0.6119,-0.7766,0
62.43,-0.1503,0.6119,-0.7766,0
62.53,-0.1503,0.6119,-0.7766,0
62.63,-0.1503,0.6119,-0.7766,0
62.74,-0.1503,0.6119,-0.7766,0
62.83,-0.1503,0.6119,-0.7766,0
62.93,-0.1503,0.6119,-0.7766,0
63.03,-0.1503,0.6119,-0.7766,0
63.13,-0.1503,0.6119,-0.7766,0
63.23,-0.1503,0.6119,-0.7766,0
